20170615113410.wav,US,'t',NotAccepted,'19.93623's
20170615121829.wav,US,'hu',NotAccepted,'26.69465's
20170615121859.wav,US,'ic',NotAccepted,'21.58776's
20170618211030.wav,US,'rc',NotAccepted,'25.84375's
20170618211819.wav,US,'t',NotAccepted,'25.61098's
20170618212116.wav,US,'u',NotAccepted,'22.99826's
20170618212144.wav,US,'i',NotAccepted,'24.19639's
20170618212213.wav,US,'i',NotAccepted,'27.92028's
20170618212247.wav,US,'v',NotAccepted,'25.84965's
20170618212338.wav,US,'rzuyc',NotAccepted,'29.37629's
20170618212412.wav,US,'iic',NotAccepted,'23.2618's
20170618212556.wav,US,'vcucpsi',NotAccepted,'28.93758's
20170618212633.wav,US,'syc',NotAccepted,'23.4171's
20170618212954.wav,US,'vik',NotAccepted,'24.41244's
20170618213024.wav,US,'k',NotAccepted,'23.7996's
20170618213052.wav,US,'kikr',NotAccepted,'22.99848's
20170618213141.wav,US,'i',NotAccepted,'23.6236's
20170618213301.wav,US,'sz',NotAccepted,'26.40983's
20170618213333.wav,US,'czc',NotAccepted,'27.03681's
20170618213405.wav,US,'',NotAccepted,'21.74228's
20170618213725.wav,US,'',NotAccepted,'24.78415's
20170618213816.wav,US,'i',NotAccepted,'24.57404's
20170618213845.wav,US,'',NotAccepted,'26.9081's
20170618213917.wav,US,'bs',NotAccepted,'21.91915's
20170618213943.wav,US,'ruc',NotAccepted,'21.96634's
20170618214116.wav,US,'',NotAccepted,'21.19528's
20170618214142.wav,US,'iacz',NotAccepted,'25.23489's
20170618214243.wav,US,'u',NotAccepted,'21.9239's
20170618214310.wav,US,'i',NotAccepted,'24.7207's
20170618214401.wav,US,'ii',NotAccepted,'28.13742's
20170618214434.wav,US,'kzt',NotAccepted,'25.86483's
20170618214504.wav,US,'p',NotAccepted,'27.01122's
20170618214536.wav,US,'uicic',NotAccepted,'30.14384's
20170618214632.wav,US,'shszpiuz',NotAccepted,'26.03866's
20170618214702.wav,US,'tk',NotAccepted,'28.2502's
20170618214734.wav,US,'ci',NotAccepted,'21.96173's
20170618214837.wav,US,'',NotAccepted,'18.07094's
20170618214859.wav,US,'sebbe',NotAccepted,'27.90062's
20170618214931.wav,US,'zstpssiuu',NotAccepted,'25.75343's
20170618215022.wav,US,'ik',NotAccepted,'22.46651's
20170618215048.wav,US,'ic',NotAccepted,'25.46667's
20170618215118.wav,US,'k',NotAccepted,'23.84365's
20170619022828.wav,US,'c',NotAccepted,'23.14546's
20170619022855.wav,US,'v',NotAccepted,'23.38717's
20170619023032.wav,US,'ziz',NotAccepted,'27.15043's
20170619023103.wav,US,'ir',NotAccepted,'20.34039's
20170619023127.wav,US,'y',NotAccepted,'18.12634's
20170626031612.wav,US,'u',NotAccepted,'19.93364's
20170626033641.wav,US,'kcic',NotAccepted,'26.13269's
